VictimMasterID,CaseMasterID,VictimName,AgeYear,GenderID,VictimPolice
117,117,Girish Hegde,68,M,0
118,118,Ramesh Reddy,54,M,0
119,119,Rekha Shetty,35,F,0
120,120,Kiran Raju,56,M,0
121,121,Roopa Shetty,31,F,0
122,122,Anil Pasha,18,M,0
123,123,Suresh Murthy,26,M,0
124,124,Lakshmi Patil,57,F,0
125,125,Ramesh Kumar,62,M,0
126,126,Santosh Setty,58,M,0
127,127,Divya Nayak,34,F,0
128,128,Nagaratna Setty,29,F,0
129,129,Lakshmi Prasad,35,F,0
130,130,Manjunath Gowda,59,M,0
131,131,Firoz Setty,50,M,0
132,132,Sushma Shetty,46,F,0
133,133,Geetha Gowda,30,F,0
134,134,Savitha Nayak,54,F,0
135,135,Bhavya Shetty,39,F,0
136,136,Nagaratna Setty,41,F,0
137,137,Rekha Prasad,58,F,0
138,138,Kavya Pasha,34,F,0
139,139,Bhavya Setty,61,F,0
140,140,Prakash Patil,65,M,0
141,141,Arun Murthy,56,M,0
142,142,Anitha Patil,45,F,0
143,143,Firoz Pasha,18,M,0
144,144,Vidya Hegde,49,F,0
145,145,Prakash Raju,45,M,0
146,146,Rekha Achar,67,F,0
147,147,Lakshmi Pasha,35,F,0
148,148,Geetha Pasha,35,F,0
149,149,Savitha Patil,47,F,0
150,150,Girish Rao,28,M,0
151,151,Arun Rao,45,M,0
152,152,Vinay Nayak,52,M,0
153,153,Basavaraj Achar,40,M,0
154,154,Anil Patil,43,M,0
155,155,Roopa Murthy,31,F,0
156,156,Prasad Raju,34,M,0
157,157,Sushma Rao,65,F,0
158,158,Prasad Hegde,28,M,0
159,159,Bhavya Rao,64,F,0
160,160,Anitha Pasha,50,F,0
161,161,Savitha Bhat,27,F,0
162,162,Bhavya Nayak,55,F,0
163,163,Savitha Rao,23,F,0
164,164,Santosh Raju,30,M,0
165,165,Nagaratna Gowda,62,F,0
166,166,Arun Kumar,29,M,0
167,167,Suresh Nayak,63,M,0
168,168,Vidya Kumar,36,F,0
169,169,Suresh Bhat,54,M,0
170,170,Divya Kumar,51,F,0
171,171,Shwetha Rao,60,F,0
172,172,Prasad Rao,27,M,0
173,173,Nagaraj Gowda,70,M,0
174,174,Ravi Bhat,28,M,0
175,175,Ravi Achar,44,M,0
176,176,Vinay Patil,30,M,0
177,177,Shivakumar Bhat,18,M,0
178,178,Divya Hegde,61,F,0
179,179,Shivakumar Setty,25,M,0
180,180,Lokesh Patil,34,M,0
181,181,Arun Kumar,33,M,0
182,182,Shivakumar Reddy,21,M,0
183,183,Ravi Naik,24,M,0
184,184,Lakshmi Rao,41,F,0
185,185,Umesh Murthy,47,M,0
186,186,Lakshmi Rao,24,F,0
187,187,Vinay Reddy,38,M,0
188,188,Arun Bhat,43,M,0
189,189,Vidya Naik,50,F,0
190,190,Vinay Patil,43,M,0
191,191,Shwetha Bhat,66,F,0
192,192,Santosh Naik,32,M,0
193,193,Mahesh Pasha,51,M,0
194,194,Vidya Bhat,58,F,0
195,195,Firoz Nayak,38,M,0
196,196,Santosh Nayak,42,M,0
197,197,Anitha Murthy,25,F,0
198,198,Shwetha Rao,61,F,0
199,199,Rekha Achar,26,F,0
200,200,Manjunath Kumar,26,M,0
201,201,Shwetha Bhat,23,F,0
202,202,Basavaraj Hegde,30,M,0
203,203,Deepa Prasad,28,F,0
204,204,Bhavya Rao,29,F,0
205,205,Kavya Shetty,49,F,0
206,206,Shivakumar Raju,18,M,0
207,207,Anitha Rao,56,F,0
208,208,Mahesh Patil,68,M,0
209,209,Basavaraj Achar,42,M,0
210,210,Bhavya Raju,36,F,0
211,211,Mahesh Reddy,26,M,0
212,212,Anil Patil,58,M,0
213,213,Bhavya Shetty,62,F,0
214,214,Naveen Gowda,56,M,0
215,215,Divya Murthy,51,F,0
216,216,Girish Murthy,58,M,0
217,217,Ramesh Bhat,51,M,0
218,218,Nagaratna Patil,35,F,0
219,219,Ravi Prasad,65,M,0
220,220,Lakshmi Raju,31,F,0
221,221,Anil Setty,48,M,0
222,222,Nagaraj Pasha,44,M,0
223,223,Girish Shetty,33,M,0
224,224,Basavaraj Reddy,50,M,0
225,225,Kavya Hegde,33,F,0
226,226,Umesh Hegde,28,M,0
227,227,Vinay Bhat,52,M,0
228,228,Ravi Shetty,34,M,0
229,229,Naveen Kumar,37,M,0
230,230,Geetha Murthy,63,F,0
231,231,Anil Shetty,61,M,0
232,232,Shwetha Naik,34,F,0
233,233,Vidya Pasha,44,F,0
234,234,Vinay Reddy,31,M,0
235,235,Kavya Gowda,68,F,0
236,236,Harish Naik,70,M,0
237,237,Manjunath Reddy,35,M,0
238,238,Savitha Nayak,28,F,0
239,239,Sushma Achar,24,F,0
240,240,Kavya Prasad,23,F,0
241,241,Nagaratna Murthy,67,F,0
242,242,Rekha Nayak,23,F,0
243,243,Sushma Achar,27,F,0
244,244,Nagaratna Setty,44,F,0
245,245,Santosh Prasad,60,M,0
246,246,Ramesh Achar,27,M,0
247,247,Arun Naik,38,M,0
248,248,Savitha Gowda,23,F,0
249,249,Savitha Reddy,18,F,0
250,250,Vidya Bhat,63,F,0
251,251,Deepa Setty,56,F,0
252,252,Shwetha Prasad,61,F,0
253,253,Divya Setty,35,F,0
254,254,Bhavya Raju,39,F,0
255,255,Suresh Murthy,49,M,0
256,256,Prakash Patil,65,M,0
257,257,Naveen Hegde,43,M,0
258,258,Prasad Pasha,29,M,0
259,259,Kiran Shetty,66,M,0
260,260,Anitha Naik,41,F,0
261,261,Nagaraj Bhat,37,M,0
262,262,Ramesh Patil,48,M,0
263,263,Divya Setty,62,F,0
264,264,Geetha Reddy,21,F,0
265,265,Sushma Kumar,43,F,0
266,266,Shivakumar Shetty,36,M,0
267,267,Sushma Kumar,42,F,0
268,268,Prakash Nayak,38,M,0
269,269,Deepa Murthy,30,F,0
270,270,Umesh Bhat,51,M,0
271,271,Suresh Pasha,24,M,0
272,272,Harish Reddy,44,M,0
273,273,Vidya Bhat,67,F,0
274,274,Umesh Raju,35,M,0
275,275,Sushma Prasad,52,F,0
276,276,Sushma Reddy,18,F,0
277,277,Girish Hegde,63,M,0
278,278,Ramesh Reddy,28,M,0
279,279,Ramesh Patil,69,M,0
280,280,Basavaraj Rao,44,M,0
281,281,Roopa Shetty,55,F,0
282,282,Lakshmi Prasad,39,F,0
283,283,Nagaraj Gowda,18,M,0
284,284,Prakash Achar,45,M,0
285,285,Kavya Kumar,51,F,0
286,286,Deepa Pasha,69,F,0
287,287,Arun Shetty,52,M,0
288,288,Anil Pasha,50,M,0
289,289,Vidya Gowda,45,F,0
290,290,Geetha Bhat,54,F,0
291,291,Sushma Achar,52,F,0
292,292,Rekha Shetty,18,F,0
293,293,Prakash Nayak,62,M,0
294,294,Prasad Raju,69,M,0
295,295,Rekha Achar,40,F,0
296,296,Lokesh Bhat,18,M,0
297,297,Lakshmi Nayak,25,F,0
298,298,Kavya Gowda,29,F,0
299,299,Rekha Kumar,63,F,0
300,300,Prasad Hegde,39,M,0
301,301,Umesh Nayak,46,M,0
302,302,Nagaratna Kumar,47,F,0
303,303,Kiran Achar,42,M,0
304,304,Nagaratna Pasha,37,F,0
305,305,Divya Setty,63,F,0
306,306,Lakshmi Nayak,44,F,0
307,307,Bhavya Naik,50,F,0
308,308,Santosh Hegde,61,M,0
309,309,Deepa Nayak,40,F,0
310,310,Nagaratna Rao,33,F,0
311,311,Sushma Bhat,66,F,0
312,312,Lokesh Pasha,28,M,0
313,313,Umesh Achar,69,M,0
314,314,Shwetha Shetty,45,F,0
315,315,Kiran Rao,66,M,0
316,316,Savitha Achar,59,F,0
317,317,Lakshmi Raju,60,F,0
318,318,Lokesh Pasha,33,M,0
319,319,Kavya Kumar,49,F,0
320,320,Prasad Bhat,37,M,0
321,321,Divya Nayak,65,F,0
322,322,Naveen Achar,33,M,0
323,323,Vinay Achar,46,M,0
324,324,Lakshmi Reddy,69,F,0
325,325,Vidya Prasad,47,F,0
326,326,Ramesh Naik,52,M,0
327,327,Prasad Shetty,29,M,0
328,328,Kavya Achar,64,F,0
329,329,Divya Hegde,58,F,0
330,330,Savitha Achar,34,F,0
331,331,Divya Rao,45,F,0
332,332,Shwetha Pasha,39,F,0
333,333,Ramesh Rao,30,M,0
334,334,Basavaraj Rao,66,M,0
335,335,Imran Pasha,67,M,0
336,336,Bhavya Hegde,64,F,0
337,337,Kavya Prasad,55,F,0
338,338,Bhavya Hegde,47,F,0
339,339,Santosh Bhat,55,M,0
340,340,Vinay Patil,62,M,0
341,341,Prasad Pasha,68,M,0
342,342,Umesh Pasha,63,M,0
343,343,Manjunath Shetty,39,M,0
344,344,Savitha Gowda,24,F,0
345,345,Firoz Kumar,40,M,0
346,346,Roopa Raju,51,F,0
347,347,Bhavya Kumar,55,F,0
348,348,Anitha Achar,18,F,0
349,349,Bhavya Nayak,20,F,0
350,350,Nagaraj Shetty,48,M,0
351,351,Savitha Bhat,42,F,0
352,352,Suresh Raju,54,M,0
353,353,Savitha Setty,34,F,0
354,354,Firoz Setty,64,M,0
355,355,Basavaraj Achar,27,M,0
356,356,Geetha Kumar,37,F,0
357,357,Roopa Setty,60,F,0
358,358,Imran Patil,21,M,0
359,359,Divya Rao,63,F,0
360,360,Kiran Murthy,21,M,0
361,361,Manjunath Murthy,62,M,0
362,362,Shivakumar Gowda,61,M,0
363,363,Mahesh Raju,68,M,0
364,364,Nagaraj Bhat,38,M,0
365,365,Divya Achar,53,F,0
366,366,Anitha Gowda,33,F,0
367,367,Lakshmi Prasad,19,F,0
368,368,Nagaratna Gowda,64,F,0
369,369,Mahesh Naik,44,M,0
370,370,Prasad Achar,26,M,0
371,371,Umesh Hegde,30,M,0
372,372,Ravi Bhat,50,M,0
373,373,Ramesh Naik,45,M,0
374,374,Kiran Murthy,64,M,0
375,375,Bhavya Pasha,53,F,0
376,376,Nagaratna Naik,41,F,0
377,377,Harish Kumar,34,M,0
378,378,Santosh Shetty,19,M,0
379,379,Nagaratna Reddy,19,F,0
380,380,Bhavya Raju,35,F,0
381,381,Kiran Rao,28,M,0
382,382,Geetha Kumar,48,F,0
383,383,Naveen Raju,24,M,0
384,384,Umesh Prasad,48,M,0
385,385,Geetha Pasha,39,F,0
386,386,Santosh Patil,25,M,0
387,387,Suresh Prasad,35,M,0
388,388,Umesh Hegde,57,M,0
389,389,Manjunath Prasad,24,M,0
390,390,Rekha Patil,43,F,0
391,391,Imran Murthy,55,M,0
392,392,Sushma Prasad,53,F,0
393,393,Nagaraj Rao,21,M,0
394,394,Nagaratna Kumar,51,F,0
395,395,Vinay Nayak,19,M,0
396,396,Kiran Hegde,24,M,0
397,397,Umesh Raju,23,M,0
398,398,Bhavya Setty,57,F,0
399,399,Shivakumar Rao,33,M,0
400,400,Naveen Achar,57,M,0
401,401,Ravi Murthy,57,M,0
402,402,Anitha Bhat,69,F,0
403,403,Lakshmi Setty,59,F,0
404,404,Kiran Patil,20,M,0
405,405,Bhavya Reddy,67,F,0
406,406,Nagaratna Gowda,33,F,0
407,407,Kavya Bhat,28,F,0
408,408,Roopa Hegde,60,F,0
409,409,Savitha Murthy,31,F,0
410,410,Kiran Pasha,55,M,0
411,411,Bhavya Naik,29,F,0
412,412,Mahesh Hegde,60,M,0
413,413,Shwetha Murthy,54,F,0
414,414,Suresh Patil,26,M,0
415,415,Anil Setty,31,M,0
416,416,Kavya Patil,37,F,0
417,417,Lokesh Shetty,22,M,0
418,418,Anitha Achar,66,F,0
419,419,Mahesh Patil,23,M,0
420,420,Girish Murthy,60,M,0
421,421,Naveen Prasad,52,M,0
422,422,Anil Bhat,30,M,0
423,423,Girish Achar,34,M,0
424,424,Firoz Gowda,67,M,0
425,425,Naveen Bhat,27,M,0
426,426,Ramesh Reddy,38,M,0
427,427,Imran Hegde,34,M,0
428,428,Geetha Bhat,31,F,0
429,429,Vinay Kumar,41,M,0
430,430,Shwetha Shetty,64,F,0
431,431,Ravi Gowda,70,M,0
432,432,Imran Bhat,51,M,0
433,433,Lakshmi Achar,58,F,0
434,434,Mahesh Setty,34,M,0
435,435,Firoz Rao,48,M,0
436,436,Kavya Bhat,67,F,0
437,437,Vidya Reddy,54,F,0
438,438,Lokesh Prasad,27,M,0
439,439,Savitha Patil,52,F,0
440,440,Imran Hegde,57,M,0
441,441,Savitha Rao,60,F,0
442,442,Ravi Murthy,47,M,0
443,443,Anitha Nayak,21,F,0
444,444,Harish Patil,70,M,0
445,445,Savitha Naik,52,F,0
446,446,Vidya Gowda,68,F,0
447,447,Nagaratna Pasha,46,F,0
448,448,Suresh Hegde,41,M,0
449,449,Nagaratna Patil,68,F,0
450,450,Divya Gowda,41,F,0
451,451,Lakshmi Naik,68,F,0
452,452,Shwetha Naik,67,F,0
453,453,Shwetha Nayak,68,F,0
454,454,Suresh Reddy,18,M,0
455,455,Roopa Pasha,42,F,0
456,456,Anil Gowda,21,M,0
457,457,Deepa Reddy,27,F,0
458,458,Basavaraj Achar,24,M,0
459,459,Lokesh Achar,19,M,0
460,460,Ramesh Raju,26,M,0
461,461,Anitha Raju,37,F,0
462,462,Basavaraj Pasha,54,M,0
463,463,Bhavya Achar,26,F,0
464,464,Savitha Bhat,26,F,0
465,465,Ravi Hegde,31,M,0
466,466,Rekha Kumar,38,F,0
467,467,Nagaratna Gowda,47,F,0
468,468,Lakshmi Nayak,63,F,0
469,469,Nagaratna Prasad,46,F,0
470,470,Nagaratna Shetty,44,F,0
471,471,Lokesh Bhat,69,M,0
472,472,Anitha Bhat,29,F,0
473,473,Ravi Bhat,46,M,0
474,474,Nagaratna Naik,56,F,0
475,475,Kavya Patil,53,F,0
476,476,Kiran Kumar,42,M,0
477,477,Manjunath Murthy,37,M,0
478,478,Mahesh Reddy,45,M,0
479,479,Vinay Achar,68,M,0
480,480,Lakshmi Setty,62,F,0
481,481,Santosh Raju,21,M,0
482,482,Ramesh Hegde,68,M,0
483,483,Savitha Achar,43,F,0
484,484,Lakshmi Hegde,68,F,0
485,485,Girish Kumar,41,M,0
486,486,Anitha Patil,66,F,0
487,487,Vidya Rao,64,F,0
488,488,Harish Setty,70,M,0
489,489,Anil Patil,34,M,0
490,490,Prakash Reddy,27,M,0
491,491,Anitha Naik,59,F,0
492,492,Kavya Raju,45,F,0
493,493,Lakshmi Patil,68,F,0
494,494,Vidya Gowda,23,F,0
495,495,Girish Kumar,45,M,0
496,496,Lakshmi Nayak,35,F,0
497,497,Sushma Naik,18,F,0
498,498,Basavaraj Achar,69,M,0
499,499,Arun Bhat,48,M,0
500,500,Girish Prasad,43,M,0
501,501,Divya Setty,57,F,0
502,502,Sushma Raju,63,F,0
503,503,Santosh Reddy,46,M,0
504,504,Basavaraj Reddy,31,M,0
505,505,Nagaratna Reddy,54,F,0
506,506,Naveen Setty,31,M,0
507,507,Basavaraj Reddy,59,M,0
508,508,Anitha Patil,20,F,0
509,509,Lakshmi Setty,64,F,0
510,510,Shwetha Hegde,29,F,0
511,511,Basavaraj Setty,22,M,0
512,512,Lakshmi Reddy,30,F,0
513,513,Deepa Hegde,33,F,0
514,514,Kavya Reddy,37,F,0
515,515,Kavya Rao,35,F,0
516,516,Vidya Pasha,60,F,0
517,517,Ravi Achar,52,M,0
518,518,Naveen Prasad,68,M,0
519,519,Prasad Nayak,45,M,0
520,520,Shivakumar Naik,70,M,0
521,521,Anil Setty,30,M,0
522,522,Ramesh Patil,68,M,0
523,523,Anil Shetty,27,M,0
524,524,Divya Rao,27,F,0
525,525,Santosh Shetty,53,M,0
526,526,Nagaratna Hegde,23,F,0
527,527,Santosh Naik,27,M,0
528,528,Anil Achar,58,M,0
529,529,Kavya Prasad,52,F,0
530,530,Anil Patil,54,M,0
531,531,Anitha Bhat,65,F,0
532,532,Roopa Pasha,26,F,0
533,533,Ravi Reddy,33,M,0
534,534,Basavaraj Naik,53,M,0
535,535,Shivakumar Prasad,60,M,0
536,536,Harish Hegde,70,M,0
537,537,Basavaraj Nayak,60,M,0
538,538,Shivakumar Kumar,23,M,0
539,539,Prasad Naik,39,M,0
540,540,Ramesh Prasad,62,M,0
541,541,Anil Kumar,25,M,0
542,542,Roopa Achar,22,F,0
543,543,Santosh Shetty,55,M,0
544,544,Arun Shetty,30,M,0
545,545,Vidya Reddy,53,F,0
546,546,Manjunath Murthy,29,M,0
547,547,Basavaraj Prasad,32,M,0
548,548,Shivakumar Raju,21,M,0
549,549,Firoz Kumar,27,M,0
550,550,Manjunath Rao,67,M,0
551,551,Deepa Shetty,54,F,0
552,552,Lakshmi Gowda,49,F,0
553,553,Santosh Achar,34,M,0
554,554,Deepa Patil,60,F,0
555,555,Nagaraj Gowda,50,M,0
556,556,Shwetha Rao,27,F,0
557,557,Anitha Prasad,56,F,0
558,558,Nagaratna Hegde,28,F,0
559,559,Ramesh Murthy,66,M,0
560,560,Suresh Pasha,45,M,0
561,561,Basavaraj Pasha,40,M,0
562,562,Harish Achar,21,M,0
563,563,Prakash Reddy,51,M,0
564,564,Geetha Naik,51,F,0
565,565,Ramesh Naik,70,M,0
566,566,Mahesh Reddy,36,M,0
567,567,Anitha Naik,60,F,0
568,568,Rekha Kumar,33,F,0
569,569,Girish Rao,18,M,0
570,570,Vidya Nayak,57,F,0
571,571,Nagaraj Murthy,50,M,0
572,572,Naveen Patil,59,M,0
573,573,Roopa Pasha,19,F,0
574,574,Bhavya Raju,24,F,0
575,575,Roopa Gowda,69,F,0
576,576,Prakash Kumar,49,M,0
577,577,Bhavya Nayak,37,F,0
578,578,Prakash Shetty,26,M,0
579,579,Santosh Rao,49,M,0
580,580,Bhavya Rao,61,F,0
581,581,Firoz Pasha,26,M,0
582,582,Manjunath Setty,38,M,0
583,583,Harish Rao,21,M,0
584,584,Lakshmi Gowda,47,F,0
585,585,Lakshmi Naik,23,F,0
586,586,Deepa Bhat,32,F,0
587,587,Lakshmi Raju,46,F,0
588,588,Savitha Patil,27,F,0
589,589,Kiran Nayak,51,M,0
590,590,Ramesh Bhat,70,M,0
591,591,Girish Reddy,23,M,0
592,592,Kavya Shetty,18,F,0
593,593,Arun Raju,26,M,0
594,594,Anil Raju,68,M,0
595,595,Deepa Hegde,20,F,0
596,596,Bhavya Setty,48,F,0
597,597,Divya Shetty,49,F,0
598,598,Lakshmi Nayak,31,F,0
599,599,Sushma Kumar,27,F,0
600,600,Vidya Raju,51,F,0
601,601,Nagaraj Nayak,65,M,0
602,602,Kavya Pasha,41,F,0
603,603,Girish Kumar,24,M,0
604,604,Girish Raju,34,M,0
605,605,Vidya Naik,29,F,0
606,606,Deepa Gowda,37,F,0
607,607,Vinay Setty,28,M,0
608,608,Bhavya Patil,54,F,0
609,609,Geetha Murthy,59,F,0
610,610,Ravi Kumar,19,M,0
611,611,Shivakumar Rao,34,M,0
612,612,Geetha Setty,40,F,0
613,613,Imran Achar,67,M,0
614,614,Roopa Kumar,54,F,0
615,615,Arun Kumar,41,M,0
616,616,Lakshmi Achar,18,F,0
617,617,Kavya Raju,48,F,0
618,618,Rekha Naik,67,F,0
619,619,Mahesh Patil,56,M,0
620,620,Anitha Nayak,35,F,0
621,621,Prakash Gowda,54,M,0
622,622,Deepa Pasha,44,F,0
623,623,Anil Nayak,52,M,0
624,624,Lakshmi Prasad,65,F,0
625,625,Roopa Kumar,34,F,0
626,626,Prasad Naik,59,M,0
627,627,Kiran Achar,47,M,0
628,628,Kavya Hegde,30,F,0
629,629,Shivakumar Setty,32,M,0
630,630,Divya Hegde,68,F,0
631,631,Lokesh Bhat,41,M,0
632,632,Savitha Setty,57,F,0
633,633,Kavya Patil,65,F,0
634,634,Lokesh Pasha,19,M,0
635,635,Rekha Patil,18,F,0
636,636,Mahesh Naik,27,M,0
637,637,Lakshmi Pasha,22,F,0
638,638,Prakash Achar,64,M,0
639,639,Arun Raju,61,M,0
640,640,Prasad Reddy,50,M,0
641,641,Shwetha Raju,28,F,0
642,642,Manjunath Bhat,46,M,0
643,643,Anil Raju,31,M,0
644,644,Ramesh Rao,27,M,0
645,645,Anitha Naik,39,F,0
646,646,Basavaraj Rao,69,M,0
647,647,Savitha Hegde,26,F,0
648,648,Vidya Patil,25,F,0
649,649,Firoz Rao,68,M,0
650,650,Prakash Hegde,54,M,0
651,651,Bhavya Naik,54,F,0
652,652,Shivakumar Gowda,69,M,0
653,653,Nagaratna Rao,47,F,0
654,654,Umesh Prasad,34,M,0
655,655,Rekha Achar,57,F,0
656,656,Kavya Pasha,51,F,0
657,657,Geetha Reddy,69,F,0
658,658,Rekha Gowda,45,F,0
659,659,Arun Murthy,69,M,0
660,660,Girish Gowda,31,M,0
661,661,Lokesh Reddy,39,M,0
662,662,Santosh Naik,60,M,0
663,663,Rekha Murthy,48,F,0
664,664,Shivakumar Rao,26,M,0
665,665,Shivakumar Prasad,58,M,0
666,666,Vidya Nayak,53,F,0
667,667,Shwetha Reddy,63,F,0
668,668,Sushma Gowda,62,F,0
669,669,Manjunath Bhat,24,M,0
670,670,Vidya Bhat,45,F,0
671,671,Prasad Raju,24,M,0
672,672,Rekha Raju,63,F,0
673,673,Lakshmi Hegde,62,F,0
674,674,Nagaratna Naik,44,F,0
675,675,Kavya Bhat,27,F,0
676,676,Kavya Achar,57,F,0
677,677,Manjunath Hegde,32,M,0
678,678,Vidya Murthy,24,F,0
679,679,Sushma Reddy,66,F,0
680,680,Anil Prasad,19,M,0
681,681,Harish Bhat,34,M,0
682,682,Lakshmi Kumar,68,F,0
683,683,Nagaraj Raju,35,M,0
684,684,Arun Raju,36,M,0
685,685,Prakash Setty,44,M,0
686,686,Rekha Murthy,64,F,0
687,687,Roopa Hegde,70,F,0
688,688,Manjunath Murthy,66,M,0
689,689,Ravi Reddy,67,M,0
690,690,Mahesh Pasha,23,M,0
691,691,Nagaratna Bhat,49,F,0
692,692,Umesh Prasad,44,M,0
693,693,Nagaratna Bhat,45,F,0
694,694,Lakshmi Hegde,41,F,0
695,695,Kiran Rao,49,M,0
696,696,Girish Naik,18,M,0
697,697,Ravi Bhat,22,M,0
698,698,Kavya Gowda,53,F,0
699,699,Savitha Prasad,40,F,0
700,700,Umesh Raju,58,M,0
701,701,Sushma Bhat,38,F,0
702,702,Naveen Shetty,46,M,0
703,703,Naveen Reddy,55,M,0
704,704,Bhavya Hegde,42,F,0
705,705,Divya Murthy,66,F,0
706,706,Imran Pasha,42,M,0
707,707,Mahesh Patil,47,M,0
708,708,Girish Gowda,67,M,0
709,709,Rekha Prasad,50,F,0
710,710,Lakshmi Nayak,62,F,0
711,711,Kavya Reddy,62,F,0
712,712,Kiran Prasad,60,M,0
713,713,Deepa Achar,18,F,0
714,714,Sushma Setty,25,F,0
715,715,Umesh Gowda,20,M,0
716,716,Divya Murthy,46,F,0
717,717,Kavya Rao,43,F,0
718,718,Mahesh Rao,28,M,0
719,719,Nagaraj Raju,62,M,0
720,720,Roopa Prasad,63,F,0
721,721,Manjunath Naik,26,M,0
722,722,Roopa Nayak,39,F,0
723,723,Divya Rao,45,F,0
724,724,Mahesh Prasad,33,M,0
725,725,Firoz Reddy,57,M,0
726,726,Deepa Setty,18,F,0
727,727,Nagaraj Prasad,43,M,0
728,728,Arun Nayak,54,M,0
729,729,Vidya Gowda,65,F,0
730,730,Deepa Pasha,53,F,0
731,731,Anitha Shetty,56,F,0
732,732,Nagaratna Setty,37,F,0
733,733,Anitha Prasad,49,F,0
